Polarization,Scenario,Ranging_RMSE_m,Ranging_RMSE_Debiased_m,Ranging_Bias_m,Ranging_RMSE_Rx2_m,Ranging_RMSE_Debiased_Rx2_m,DoA_RMSE_deg,DoA_Bias_deg,DoA_Corr_RSSD_vs_GT,DoA_Corr_Est_vs_GT,DoA_Selected_RMSE_deg,DoA_Selected_Bias_deg,DoA_Selected_Corr_vs_GT,DoA_Selected_Valid_Ratio,DoA_Selected_Improve_deg,MRR_mean_dB,FP_Sharpness_mean_dB,Pos_RMSE_m,Pos_P90_m,Pos_CEP67_m,Pos_CEP95_m,Pos_Approx_RMSE_m,LoS_Count,NLoS_Count
CP,A,0.330379771403283,0.300452373689016,0.137401471961262,0.531968311403251,0.52608869574243,13.5438927279385,3.30145764968136,0.944845882145055,0.905565493099546,9.18285018758333,-0.28526726810106,0.95032998993567,1,4.36104254035519,-3.09245578815627,26.8879084034237,0.4705287300822,0.735809507722262,0.394812027382492,0.939836146688261,0.713279107791881,56,0
CP,B,0.329396446371854,0.288850000983464,0.158327811246977,0.364185158786235,0.28478991811685,10.4652731221856,1.99340998738176,0.940273542573664,0.933844703511786,9.73611917447036,-0.121186134024891,0.941245710396577,1,0.729153947715272,-3.26719879540825,26.4923828795692,0.528912993196176,0.732020556342382,0.414484750737605,0.893412573780887,0.590310331536668,35,21
CP,C,0.39706193635643,0.358159042004822,0.171406773300548,0.554480746051046,0.542801471006423,12.2707849780551,1.90370138383938,0.891456005903226,0.901654565181588,12.9174129951708,0.52766182793873,0.898423600937562,1,-0.646628017115608,-3.95893218959558,24.3461100143249,0.748320328977524,1.25831503291537,0.670308175248656,1.48193951677309,0.740024679034081,21,35
LP,A,0.69660027280068,0.553079107815306,0.423503766883137,0.457226336507853,0.348773440365464,28.1206680252536,10.3680944960721,0.815206238841311,0.593939875750798,21.1190283428377,10.130567620442,0.754062778774341,1,7.0016396824159,-4.02696637248469,23.3980542772938,1.29630049520115,2.03032709535091,1.0789539982613,2.86682535518706,1.89618752074906,56,0
LP,B,0.667038511903204,0.575158092544116,0.337836565432244,0.524759839109363,0.374177902774673,27.1939618476886,8.00903805527017,0.813584204035693,0.541369478633896,23.9302315080695,14.0106530166064,0.754644127993035,1,3.26373033961902,-4.46162003410318,22.2335344359975,1.69663191016407,2.44009607953362,1.10422186414782,4.50202076012415,1.68507401645031,35,21
LP,C,0.713125550850386,0.57805108938623,0.41761823395903,0.570979735411612,0.481150596164196,35.1084839312335,15.3841794244192,0.616970846977755,0.42141160740814,24.0059776566905,13.9030664800236,0.740498277301401,1,11.102506274543,-4.11120866222628,21.8342077389938,1.56669947592351,2.57335159812122,1.50890549603139,2.86182022356116,2.46268900055311,21,35
