"inc_ang [deg]","Freq [GHz]","mag(S(rx1_p1,tx_p1)) []","ang_deg(S(rx1_p1,tx_p1)) [deg]","mag(S(rx2_p1,tx_p1)) []","ang_deg(S(rx2_p1,tx_p1)) [deg]"
-90,6.478,0.00146292553283115,-164.218098035033,0.00192556717098855,30.7255769418511
-90,6.479,0.0014629522036904,-166.892491525698,0.00192561371620403,28.0296998604055
-90,6.48,0.00146297655558089,-169.566886765196,0.00192565621476171,25.333821445121
-90,6.481,0.00146299858912017,-172.241283603616,0.00192569466664716,22.6379418142691
-90,6.482,0.0014630183039242,-174.915681872888,0.00192572907086602,19.9420611072317
-90,6.483,0.00146303569833426,-177.59008141546,0.00192575942781932,17.2461794286659
-90,6.484,0.00146305077446384,179.735517925145,0.00192578573734929,14.5502969093391
-90,6.485,0.00146306353139741,177.061116311337,0.0019258079986542,11.8544136664995
-90,6.486,0.00146307396869008,174.386713902919,0.00192582621408093,9.15852981165937
-90,6.487,0.00146308208618942,171.712310853111,0.00192584038018419,6.46264548005642
-90,6.488,0.00146308788506074,169.03790733149,0.00192585049944269,3.76676078239321
-90,6.489,0.00146309136317268,166.363503482972,0.00192585657106678,1.07087584196549
-90,6.49,0.00146309252340766,163.689099488331,0.00192585859574679,-1.62500921766125
-90,6.491,0.00146309136330832,161.014695486502,0.00192585657158125,-4.32089427799639
-90,6.492,0.00146308788326522,158.34029163628,0.00192585050020069,-7.01677921757334
-90,6.493,0.00146308208442944,155.665888116929,0.00192584038105017,-9.71266391367307
-90,6.494,0.00146307396646526,152.991485080645,0.00192582621388102,-12.4085482528272
-90,6.495,0.00146306352902206,150.317082685147,0.00192580800004503,-15.1044320978534
-90,6.496,0.0014630507716068,147.642681070939,0.00192578573720559,-17.8003153557446
-90,6.497,0.00146303569534041,144.968280420259,0.00192575942783197,-20.4961978792079
-90,6.498,0.00146301829992976,142.293880888412,0.00192572907118298,-23.1920795554694
-90,6.499,0.00146299858583467,139.619482647723,0.00192569466676619,-25.8879602697993
-90,6.5,0.00146297655191587,136.945085812907,0.00192565621573965,-28.5838398896975
-90,6.501,0.00146295219969419,134.270690608108,0.00192561371716051,-31.2797183098833
-90,6.502,0.00146292552895123,131.596297108128,0.00192556717179713,-33.9755954113596
-90,6.503,0.00146289653903813,128.921905550944,0.00192551657973206,-36.6714710310083
-90,6.504,0.00146286523075205,126.247516063086,0.00192546194043025,-39.3673450916171
-90,6.505,0.00146283160352804,123.573128825358,0.00192540325497779,-42.063217470747
-90,6.506,0.00146279565880875,120.898743953639,0.00192534052381278,-44.7590880554401
-90,6.507,0.00146275739617961,118.224361632217,0.00192527374582945,-47.4549566608457
-90,6.508,0.00146271681518782,115.54998203235,0.00192520292243832,-50.1508232290495
-90,6.509,0.0014626739171586,112.875605291743,0.0019251280532591,-52.8466876497201
-90,6.51,0.00146262870093799,110.201231589896,0.00192504913892117,-55.5425497543437
-90,6.511,0.00146258116860822,107.52686106038,0.00192496617888035,-58.2384094239581
