Polarization,Scenario,Ranging_RMSE_m,Ranging_RMSE_Debiased_m,Ranging_Bias_m,Ranging_RMSE_Rx2_m,Ranging_RMSE_Debiased_Rx2_m,DoA_RMSE_deg,DoA_Bias_deg,DoA_Corr_RSSD_vs_GT,DoA_Corr_Est_vs_GT,DoA_Selected_RMSE_deg,DoA_Selected_Bias_deg,DoA_Selected_Corr_vs_GT,DoA_Selected_Valid_Ratio,DoA_Selected_Improve_deg,MRR_mean_dB,FP_Sharpness_mean_dB,Pos_RMSE_m,Pos_P90_m,Pos_CEP67_m,Pos_CEP95_m,Pos_Approx_RMSE_m,LoS_Count,NLoS_Count,N_Ranging_Valid,N_DoA_Valid,N_Pos_Valid,Ranging_RMSE_CI95_L_m,Ranging_RMSE_CI95_U_m,DoA_RMSE_CI95_L_deg,DoA_RMSE_CI95_U_deg,Pos_RMSE_CI95_L_m,Pos_RMSE_CI95_U_m,Pos_P90_CI95_L_m,Pos_P90_CI95_U_m
CP,A,0.330379771403283,0.300452373689016,0.137401471961262,0.531968311403251,0.52608869574243,13.5438927279385,3.30145764968136,0.944845882145055,0.905565493099546,9.18285018758333,-0.28526726810106,0.95032998993567,1,4.36104254035519,-3.09245578815627,26.8879084034237,0.4705287300822,0.735809507722262,0.394812027382492,0.939836146688261,0.713279107791881,56,0,56,56,56,0.204225898986984,0.451151412451306,7.62250839031792,18.6538200530817,0.361115031064317,0.581652617674851,0.50889011288541,0.956966345711243
CP,B,0.329396446371854,0.288850000983464,0.158327811246977,0.364185158786235,0.28478991811685,10.4652731221856,1.99340998738176,0.940273542573664,0.933844703511786,9.73611917447036,-0.121186134024891,0.941245710396577,1,0.729153947715272,-3.26719879540825,26.4923828795692,0.528912993196176,0.732020556342382,0.414484750737605,0.893412573780887,0.590310331536668,35,21,56,56,56,0.217536612369795,0.437582223326759,5.75417582458574,14.495900173358,0.400022210722229,0.68262374912703,0.607445171354946,0.911449207125596
CP,C,0.39706193635643,0.358159042004822,0.171406773300548,0.554480746051046,0.542801471006423,12.2707849780551,1.90370138383938,0.891456005903226,0.901654565181588,12.9174129951708,0.52766182793873,0.898423600937562,1,-0.646628017115608,-3.95893218959558,24.3461100143249,0.748320328977524,1.25831503291537,0.670308175248656,1.48193951677309,0.740024679034081,21,35,56,56,56,0.285884471697298,0.509461793444743,8.57349877187608,15.9693762916168,0.576739902727184,0.938517990885617,0.781657372739635,1.49107905395881
LP,A,0.36806657933039,0.294987443646962,0.220125906950102,0.370218968596568,0.297184017591088,14.8355900594974,0.127325362117935,0.968443800180785,0.968321912766835,14.8355900594974,0.127325362117935,0.968321912766835,1,0,-3.33254726252963,26.3449863392412,0.756514168919556,1.21618670752244,0.759297204440873,1.31437760458026,0.760947021132209,56,0,56,56,56,0.25598288225555,0.477530691371208,11.1087583591994,18.3023679880336,0.6391666013171,0.859908423835478,1.10405314021518,1.3243215184461
LP,B,0.382875686531373,0.304160912224056,0.232550920900994,0.41474243364134,0.326744778317365,14.9911490085248,0.355739007905027,0.955791662204203,0.956498631815091,14.9911490085248,0.355739007905027,0.956498631815091,1,0,-3.58516892348483,25.9204062266064,0.780638851617483,1.25405847074862,0.687482475892923,1.52953311660838,0.774359191692036,35,21,56,56,56,0.260215622300448,0.502100066830076,11.2073329940062,18.6149581595562,0.644249174686125,0.904709350363868,1.07442536125453,1.55608484746067
LP,C,0.427454487469098,0.345863709501048,0.251188441827334,0.50670706721458,0.463348846423305,17.7045634340095,1.36086815732936,0.880400385859012,0.880331829831957,17.7045634340095,1.36086815732936,0.880331829831957,1,0,-4.39648348575854,23.5734652755027,0.97215589159373,1.6656470373122,1.05440980482765,1.77517598766695,0.968116792374638,21,35,56,56,56,0.296721239454687,0.548600613437979,14.0014490824658,21.1858592310186,0.82980116404485,1.1086794557022,1.39617476905723,1.77823033432897
